BUILD_CODE,WORK_TYPE,ID,START,END,COST
2.2,SIP Перекрытие 1-го этажа,3889300,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889322,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889335,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889747,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889748,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889751,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889752,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889753,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889754,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3889755,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3891089,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3891113,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3891248,05.07.2025,05.08.2025,100
2.2,SIP Перекрытие 1-го этажа,3891297,05.07.2025,05.08.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,2999607,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,2999610,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,2999611,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,2999612,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,2999613,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3007998,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008001,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008002,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008003,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008004,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008119,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008122,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008123,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008124,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008145,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008148,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008149,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008150,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008153,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008156,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008157,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3008158,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015833,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015836,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015837,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015838,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015909,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015912,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015913,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015914,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3015915,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016024,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016027,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016028,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016029,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016030,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016160,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016163,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016164,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016165,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3016166,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039814,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039817,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039818,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039819,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039820,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039917,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039920,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039921,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039922,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3039923,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040038,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040041,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040042,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040043,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040044,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040083,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040086,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040087,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040088,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040244,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040247,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040248,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040249,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040271,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040274,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040275,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040276,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040277,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040349,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040352,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040353,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040354,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040384,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040387,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040388,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040389,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040390,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040400,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040403,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040404,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040405,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040419,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040422,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040423,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040424,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040440,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040443,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040444,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040445,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040461,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040464,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040465,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040466,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040485,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040488,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040489,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040490,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040491,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040624,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040625,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040626,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040627,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040628,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040629,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040630,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040648,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040651,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040652,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040653,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040763,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040766,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040767,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040768,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3040769,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041002,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041005,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041006,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041007,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041025,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041028,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041029,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041030,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041033,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041036,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041037,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041038,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041041,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041044,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041045,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041046,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041047,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041049,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041052,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041053,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041054,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041074,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041077,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041078,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041079,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041114,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041117,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041118,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041119,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041249,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041252,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041253,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041254,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041278,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041281,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041282,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041283,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041284,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041352,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041355,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041356,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041357,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041358,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041396,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041399,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041400,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041401,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041402,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041501,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041504,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041505,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041506,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041522,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041525,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041526,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041527,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041573,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041576,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041577,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041578,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041579,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041725,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041728,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041729,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041730,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041798,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041801,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041802,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041803,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3041804,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042003,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042006,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042007,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042008,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042026,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042029,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042030,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042031,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042034,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042037,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042038,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042039,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042054,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042057,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042058,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042059,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042085,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042088,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042089,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042090,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042093,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042096,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042097,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042098,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042099,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042101,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042104,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042105,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042106,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042175,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042178,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042179,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042180,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042307,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042310,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042311,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042312,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042341,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042344,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042345,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042346,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042349,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042352,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042353,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042354,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042355,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042519,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042522,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042523,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042524,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042538,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042541,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042542,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042543,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042544,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042736,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042739,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042740,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042741,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042774,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042777,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042778,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042779,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042780,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042900,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042903,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042904,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042905,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042917,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042920,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042921,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042922,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042956,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042959,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042960,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042961,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3042962,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3043129,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3043132,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3043133,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3043134,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044254,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044257,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044258,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044259,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044352,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044355,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044356,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044357,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044416,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044419,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044420,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044421,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044436,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044439,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044440,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044441,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044444,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044447,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044448,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044449,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044452,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044455,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044456,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044457,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044458,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044460,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044463,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044464,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3044465,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3056971,05.08.2025,05.09.2025,100
2.3.1,SIP Стены 1-го этажа. Каркас,3056974,05.08.2025,05.09.2025,100
